0,1,2,3,4,5
01/01/2014 05:15:46.296,3e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.300,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.304,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.308,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.312,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.316,6e-05,0.00013,8e-05,0.0,342.42
01/01/2014 05:15:46.320,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.324,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.328,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.332,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.336,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.340,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.344,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.348,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.352,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.356,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.360,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.364,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.368,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.372,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.376,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.380,6e-05,0.00013,8e-05,9e-05,342.42
01/01/2014 05:15:46.384,3e-05,0.00013,1e-05,9e-05,342.42
01/01/2014 05:15:46.388,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.392,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.396,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.400,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.404,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.408,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.412,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.416,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.420,6e-05,0.00013,8e-05,9e-05,342.42
01/01/2014 05:15:46.424,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.428,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.432,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.436,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.440,3e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.444,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.448,6e-05,0.00013,8e-05,0.0,342.42
01/01/2014 05:15:46.452,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.456,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.460,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.464,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.468,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.472,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.476,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.480,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.484,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.488,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.492,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.496,3e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.500,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.504,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.508,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.512,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.516,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.520,6e-05,0.00013,1e-05,0.0,342.42
01/01/2014 05:15:46.524,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.528,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.532,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.536,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.540,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.544,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.548,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.552,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.556,6e-05,0.00013,1e-05,0.0,342.42
01/01/2014 05:15:46.560,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.564,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.568,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.572,3e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.576,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.580,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.584,6e-05,0.00013,8e-05,9e-05,342.42
01/01/2014 05:15:46.588,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.592,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.596,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.600,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.604,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.608,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.612,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.616,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.620,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.624,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.628,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.632,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.636,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.640,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.644,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.648,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.652,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.656,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.660,3e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.664,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.668,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.672,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.676,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.680,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.684,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.688,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.692,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.696,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.700,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.704,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.708,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.712,3e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.716,3e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.720,3e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.724,6e-05,0.00013,8e-05,9e-05,342.42
01/01/2014 05:15:46.728,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.732,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.736,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.740,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.744,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.748,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.752,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.756,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.760,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.764,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.768,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.772,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.776,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.780,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.784,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.788,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.792,6e-05,0.00013,1e-05,9e-05,342.42
01/01/2014 05:15:46.796,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.800,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.804,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.808,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.812,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.816,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.820,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.824,3e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.828,3e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.832,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.836,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.840,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.844,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.848,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.852,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.856,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.860,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.864,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.868,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.872,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.876,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.880,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.884,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.888,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.892,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.896,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.900,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.904,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.908,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.912,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.916,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.920,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.924,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.928,6e-05,5e-05,1e-05,8e-05,342.42
01/01/2014 05:15:46.932,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.936,3e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:46.940,3e-05,0.00013,1e-05,0.0,342.42
01/01/2014 05:15:46.944,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.948,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.952,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.956,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.960,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.964,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.968,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.972,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:46.976,6e-05,0.00013,8e-05,0.0,342.42
01/01/2014 05:15:46.980,6e-05,0.00013,8e-05,0.0,342.42
01/01/2014 05:15:46.984,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.988,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:46.992,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:46.996,3e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.000,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.004,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.008,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.012,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.016,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.020,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.024,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.028,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.032,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.036,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.040,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:47.044,6e-05,0.00013,1e-05,9e-05,342.42
01/01/2014 05:15:47.048,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.052,3e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.056,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.060,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.064,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.068,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.072,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.076,6e-05,0.00013,8e-05,0.0,342.42
01/01/2014 05:15:47.080,6e-05,0.00013,8e-05,0.0,342.42
01/01/2014 05:15:47.084,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.088,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.092,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:47.096,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.100,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.104,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.108,3e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.112,6e-05,0.00013,8e-05,0.0,342.42
01/01/2014 05:15:47.116,6e-05,0.00013,1e-05,0.0,342.42
01/01/2014 05:15:47.120,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.124,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.128,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.132,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.136,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.140,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.144,6e-05,0.00013,1e-05,0.0,342.42
01/01/2014 05:15:47.148,6e-05,0.00013,1e-05,9e-05,342.42
01/01/2014 05:15:47.152,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.156,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.160,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.164,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.168,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.172,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.176,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.180,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.184,6e-05,0.00013,1e-05,9e-05,342.42
01/01/2014 05:15:47.188,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.192,3e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.196,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.200,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.204,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:47.208,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.212,6e-05,0.00013,8e-05,0.0,342.42
01/01/2014 05:15:47.216,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.220,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.224,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.228,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.232,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.236,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.240,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.244,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.248,3e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.252,3e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.256,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.260,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.264,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.268,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.272,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.276,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:47.280,6e-05,0.00013,1e-05,9e-05,342.42
01/01/2014 05:15:47.284,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.288,6e-05,0.00013,1e-05,0.0,342.42
01/01/2014 05:15:47.292,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.296,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.300,6e-05,5e-05,8e-05,9e-05,342.42
01/01/2014 05:15:47.304,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.308,3e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.312,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.316,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.320,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.324,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.328,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:47.332,6e-05,5e-05,9e-05,9e-05,342.42
01/01/2014 05:15:47.336,6e-05,5e-05,9e-05,9e-05,342.42
01/01/2014 05:15:47.340,6e-05,5e-05,9e-05,0.0,342.42
01/01/2014 05:15:47.344,6e-05,5e-05,9e-05,0.0,342.42
01/01/2014 05:15:47.348,6e-05,5e-05,9e-05,0.0,342.42
01/01/2014 05:15:47.352,6e-05,5e-05,9e-05,9e-05,342.42
01/01/2014 05:15:47.356,6e-05,0.00013,9e-05,9e-05,342.42
01/01/2014 05:15:47.360,6e-05,5e-05,9e-05,0.0,342.42
01/01/2014 05:15:47.364,3e-05,5e-05,9e-05,0.0,342.42
01/01/2014 05:15:47.368,6e-05,5e-05,9e-05,0.0,342.42
01/01/2014 05:15:47.372,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.376,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.380,6e-05,5e-05,8e-05,0.0,342.42
01/01/2014 05:15:47.384,6e-05,0.00013,8e-05,9e-05,342.42
01/01/2014 05:15:47.388,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:47.392,6e-05,5e-05,1e-05,9e-05,342.42
01/01/2014 05:15:47.396,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.400,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.404,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.408,6e-05,5e-05,1e-05,0.0,342.42
01/01/2014 05:15:47.412,6e-05,5e-05,1e-05,0.0,342.42
